ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
SC0000244,500m,製造,YC-08,27.91,50.4,0.9,120.0,122.19,1020.4,691,0.0111,89.03,False
SC0000245,1000m,製造,YC-08,27.28,50.3,0.9,120.0,122.01,1020.1,431,0.01039,89.03,False
SC0000246,1500m,製造,YC-08,28.91,50.9,0.9,120.0,122.01,1020.0,1454,0.0113,89.11,False
SC0000247,1000m,製造,YC-08,27.47,50.4,0.9,120.0,122.01,1020.0,691,0.01048,89.05,False
SC0000248,1200m,製造,YC-08,29.16,50.5,0.9,120.0,122.04,1020.2,743,0.01096,89.04,False
SC0000249,1000m,製造,YC-08,29.0,50.9,0.9,120.0,122.14,1020.3,1524,0.01227,89.04,True
SC0000250,1200m,製造,YC-08,28.71,50.8,0.9,120.0,122.3,1020.4,1300,0.01064,89.06,False
SC0000251,1000m,製造,YC-08,27.91,50.4,0.9,120.0,122.05,1020.1,691,0.01062,89.04,False
SC0000252,1200m,製造,YC-08,30.18,51.5,0.9,120.05,122.09,1020.2,2426,0.01337,89.28,False
SC0000253,300m,製造,YC-08,28.59,50.8,0.9,120.03,122.05,1020.2,1211,0.01204,89.05,False
SC0000254,1200m,製造,YC-08,30.08,50.9,0.9,120.0,122.05,1020.2,1385,0.01206,89.06,False
SC0000255,500m,製造,YC-08,29.0,50.9,0.9,120.33,122.03,1020.4,1524,0.01302,89.09,True
SC0000256,1000m,製造,YC-08,27.5,50.4,0.9,120.01,122.0,1020.0,663,0.01059,89.06,False
SC0000257,1000m,製造,YC-08,29.73,51.3,0.9,120.0,122.07,1021.2,2079,0.01453,89.09,False
SC0000258,500m,製造,YC-08,27.76,50.4,0.9,120.0,122.0,1020.0,575,0.01029,89.02,False
SC0000259,1000m,製造,YC-08,30.72,50.8,0.9,120.09,122.03,1020.3,1246,0.01247,89.07,False
SC0000260,1200m,製造,YC-08,28.0,50.5,0.9,120.3,122.15,1020.5,325,0.01083,89.02,False
SC0000261,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.1,691,0.01048,89.04,False
SC0000262,1000m,製造,YC-08,27.91,50.4,0.9,120.25,122.01,1020.2,370,0.01082,89.04,False
SC0000263,1200m,製造,YC-08,27.5,50.2,0.9,120.23,122.05,1020.6,830,0.01165,89.06,False
SC0000264,500m,製造,YC-08,29.02,50.5,0.9,120.0,122.01,1020.1,830,0.01058,89.04,False
SC0000265,1200m,製造,YC-08,27.83,50.6,0.9,120.05,122.09,1020.2,1038,0.01124,89.05,False
SC0000266,1200m,製造,YC-08,31.23,50.8,0.9,120.15,122.03,1020.9,1329,0.01237,89.05,False
SC0000267,1500m,製造,YC-08,28.43,50.7,0.9,120.08,122.16,1020.5,1090,0.01076,89.05,False
SC0000268,1500m,製造,YC-08,27.46,50.2,0.9,120.0,122.04,1020.1,386,0.01042,89.03,False
SC0000269,1500m,製造,YC-08,27.73,50.3,0.9,120.0,122.2,1020.4,552,0.01093,89.05,False
SC0000270,1200m,製造,YC-08,29.35,51.1,0.9,120.0,122.4,1020.7,1792,0.01213,89.06,False
SC0000271,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.03,1020.2,691,0.01117,89.11,False
SC0000272,1200m,製造,YC-08,27.85,50.4,0.9,120.05,122.02,1020.1,642,0.01038,89.08,False
SC0000273,1000m,製造,YC-08,27.25,50.2,0.9,120.14,122.09,1020.2,340,0.01051,89.02,False
SC0000274,1000m,製造,YC-08,27.69,50.5,0.9,120.11,122.13,1020.7,830,0.01082,89.08,False
SC0000275,1200m,製造,YC-08,29.71,50.5,0.9,120.3,122.3,1020.8,830,0.01115,89.04,False
SC0000276,1200m,製造,YC-08,28.4,50.7,0.9,120.0,122.01,1020.1,1190,0.01169,89.05,False
SC0000277,1500m,製造,YC-08,27.06,50.1,0.9,120.0,122.07,1021.5,268,0.01032,89.11,False
SC0000278,1000m,製造,YC-08,27.47,50.2,0.9,120.03,122.01,1020.0,358,0.01014,89.04,True
SC0000279,1200m,製造,YC-08,27.51,50.2,0.9,120.0,122.09,1020.2,386,0.01046,89.06,False
SC0000280,1500m,製造,YC-08,27.65,50.3,0.9,120.0,122.01,1020.1,497,0.01035,89.06,False
SC0000281,500m,製造,YC-08,30.37,51.3,0.9,120.1,122.2,1020.6,1246,0.01124,89.05,False
SC0000282,500m,製造,YC-08,29.75,50.9,0.9,120.08,122.05,1020.2,1471,0.01131,89.05,False
SC0000283,1200m,製造,YC-08,27.58,50.2,0.9,120.14,122.02,1020.2,344,0.01048,89.05,False
SC0000284,1200m,製造,YC-08,28.26,50.5,0.9,120.0,122.09,1020.4,552,0.01088,89.03,False
SC0000285,1200m,製造,YC-08,27.93,50.4,0.9,120.0,122.01,1020.0,552,0.01016,89.04,False
SC0000286,500m,製造,YC-08,28.74,50.8,0.9,120.05,122.05,1020.3,1324,0.01263,89.03,False
SC0000287,1000m,製造,YC-08,27.87,50.3,0.9,120.09,122.01,1020.3,663,0.01125,89.06,False
SC0000288,300m,製造,YC-08,27.73,50.3,0.9,120.01,122.01,1020.0,552,0.01022,89.07,False
SC0000289,1500m,製造,YC-08,28.09,50.5,0.9,120.05,122.09,1020.1,830,0.01041,89.1,False
SC0000290,1000m,製造,YC-08,28.18,50.6,0.9,120.05,122.06,1020.2,899,0.01107,89.08,False
SC0000291,1500m,製造,YC-08,28.13,50.5,0.9,120.0,122.01,1020.1,857,0.01068,89.08,False
SC0000292,1000m,製造,YC-08,29.12,50.4,0.9,120.2,122.04,1020.8,691,0.01055,89.07,False
SC0000293,1200m,製造,YC-08,27.91,50.4,0.9,120.09,122.05,1020.2,691,0.01117,89.07,False
SC0000294,100m,研究所テスト,YC-08,27.87,50.9,0.9,120.0,122.02,1020.1,1454,0.01043,89.06,False
SC0000295,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.02,1020.0,413,0.01021,89.03,False
SC0000296,1500m,製造,YC-08,28.82,51.3,0.9,120.26,122.52,1021.4,2079,0.01165,89.08,True
SC0000297,300m,製造,YC-08,30.28,51.5,0.9,120.0,122.7,1022.4,2426,0.01385,89.27,False
SC0000298,1000m,試作品,YC-08,28.39,50.9,0.9,120.13,122.08,1020.6,1454,0.01188,89.04,False
SC0000299,1200m,製造,YC-08,28.09,50.5,0.9,120.23,122.05,1020.3,830,0.01091,89.05,False
SC0000300,1200m,製造,YC-08,27.91,50.4,0.9,120.09,122.03,1020.1,691,0.01021,89.07,True
SC0000301,1000m,製造,YC-08,28.32,50.6,0.9,120.45,122.15,1020.8,1003,0.01179,89.05,False
SC0000302,1000m,製造,YC-08,29.54,51.2,0.9,120.05,122.09,1020.4,1940,0.01288,89.15,False
SC0000303,1000m,製造,YC-08,27.89,50.4,0.9,120.01,122.01,1020.0,674,0.01094,89.02,False
SC0000304,1200m,製造,YC-08,27.39,50.2,0.9,120.14,122.01,1020.2,297,0.0105,89.05,True
SC0000305,1200m,製造,YC-08,27.29,50.3,0.9,120.05,122.03,1020.3,552,0.01066,89.11,False
SC0000306,1200m,製造,YC-08,27.38,50.2,0.9,120.0,122.05,1020.2,288,0.01046,89.04,False
SC0000307,500m,製造,YC-08,29.09,50.8,0.9,120.0,122.04,1020.2,656,0.01111,89.08,False
SC0000308,1500m,製造,YC-08,31.41,50.9,0.9,120.04,122.01,1020.3,1385,0.01124,89.08,False
SC0000309,500m,製造,YC-08,30.18,51.5,0.9,120.06,122.05,1020.1,2426,0.0112,89.1,False
SC0000310,500m,製造,YC-08,27.39,50.2,0.9,120.01,122.02,1020.1,483,0.01038,89.05,False
SC0000311,1200m,製造,YC-08,27.84,50.3,0.9,120.0,122.04,1020.1,620,0.01055,89.04,False
SC0000312,1000m,製造,YC-08,27.27,50.1,0.9,120.0,122.09,1020.1,205,0.0101,89.05,False
SC0000313,1000m,製造,YC-08,28.03,50.4,0.9,121.19,122.24,1022.1,2353,0.01256,89.15,False
SC0000314,1200m,製造,YC-08,28.13,50.5,0.9,120.17,122.17,1020.5,857,0.01094,89.06,False
SC0000315,1000m,製造,YC-08,28.04,50.7,0.9,120.0,122.0,1020.0,1050,0.01052,89.03,True
SC0000316,500m,製造,YC-08,27.69,50.6,0.9,120.14,122.02,1020.2,968,0.01144,89.04,False
SC0000317,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.09,1020.3,1385,0.01179,89.12,False
SC0000318,1200m,製造,YC-08,27.52,50.2,0.9,120.11,122.13,1020.4,257,0.01028,89.03,False
SC0000319,500m,製造,YC-08,27.93,50.7,0.9,120.0,122.09,1020.2,1062,0.01127,89.05,True
SC0000320,1000m,製造,YC-08,28.36,50.6,0.9,120.09,122.01,1020.1,1038,0.01103,89.1,True
SC0000321,1200m,製造,YC-08,28.42,50.7,0.9,120.05,122.05,1020.1,1081,0.01064,89.03,False
SC0000322,500m,製造,YC-08,27.77,50.3,0.9,120.0,122.09,1020.1,497,0.01054,89.04,False
SC0000323,1000m,試作品,YC-08,27.59,50.3,0.9,120.0,122.0,1020.0,445,0.01027,89.02,False
SC0000324,1000m,製造,YC-08,27.73,50.3,0.9,120.05,122.01,1020.1,475,0.01077,89.03,False
SC0000325,1500m,試作品,YC-08,30.18,51.5,0.9,120.09,122.01,1020.1,2426,0.01288,89.13,False
SC0000326,1200m,製造,YC-08,29.27,51.1,0.9,120.87,122.44,1020.5,1732,0.01103,89.05,True
SC0000327,1500m,製造,YC-08,28.29,50.4,0.9,120.0,122.05,1020.2,691,0.01076,89.03,False
SC0000328,1200m,製造,YC-08,28.54,50.7,0.9,120.0,122.09,1020.1,1177,0.01117,89.04,False
SC0000329,1000m,製造,YC-08,28.59,50.6,0.9,120.08,122.05,1020.2,830,0.01091,89.04,True
SC0000330,1200m,製造,YC-08,30.06,50.6,0.9,120.0,122.08,1020.9,1038,0.01144,89.07,False
SC0000331,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.09,1020.2,830,0.01115,89.09,False
SC0000332,1200m,製造,YC-08,28.79,50.4,0.901,120.0,122.03,1020.2,691,0.0111,89.05,False
SC0000333,1200m,製造,YC-08,27.65,50.3,0.9,120.05,122.02,1020.2,497,0.0104,89.03,False
SC0000334,1500m,製造,YC-08,27.53,50.2,0.9,120.39,122.2,1020.6,552,0.01115,89.06,False
SC0000335,1200m,製造,YC-08,27.71,50.3,0.9,120.0,122.01,1020.1,396,0.01032,89.09,False
SC0000336,1200m,製造,YC-08,30.18,51.5,0.9,120.05,122.01,1020.2,2426,0.01192,89.07,False
SC0000337,500m,製造,YC-08,28.53,50.7,0.9,120.0,122.09,1020.2,1163,0.01104,89.1,False
SC0000338,1000m,製造,YC-08,27.76,50.4,0.9,120.0,122.01,1020.0,575,0.01011,89.02,False
SC0000339,500m,製造,YC-08,28.09,50.5,0.9,120.19,122.38,1020.9,830,0.01132,89.09,False
SC0000340,300m,試作品,YC-08,28.47,50.7,0.9,120.14,122.02,1020.2,1123,0.01145,89.06,False
SC0000341,1200m,試作品,YC-08,27.64,50.3,0.9,120.0,122.02,1020.1,483,0.01048,89.05,False
SC0000342,1000m,製造,YC-08,28.28,50.6,0.9,120.14,122.05,1020.3,975,0.01155,89.16,False
SC0000343,1500m,製造,YC-08,28.36,50.6,0.9,120.0,122.17,1020.6,1038,0.01103,89.07,False
SC0000344,1200m,製造,YC-08,28.34,50.6,0.9,120.0,122.03,1020.0,1017,0.01061,89.04,False
SC0000345,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.01,1020.0,344,0.01041,89.02,True
SC0000346,1500m,製造,YC-08,28.13,50.5,0.9,120.02,122.0,1020.0,863,0.01069,89.04,False
SC0000347,1000m,製造,YC-08,28.64,50.8,0.9,120.0,122.06,1020.2,1246,0.01136,89.05,True
SC0000348,500m,製造,YC-08,27.73,50.3,0.9,120.05,122.05,1020.2,552,0.01049,89.04,False
SC0000349,1500m,製造,YC-08,27.91,50.4,0.9,120.05,122.07,1020.2,691,0.01069,89.03,False
SC0000350,1000m,製造,YC-08,29.04,50.5,0.9,120.01,122.01,1020.0,856,0.01076,89.05,True
SC0000351,1000m,製造,YC-08,27.17,50.3,0.9,120.09,122.18,1020.9,413,0.01078,89.12,False
SC0000352,1500m,製造,YC-08,28.36,50.6,0.9,120.23,122.05,1020.3,1038,0.01093,89.08,False
SC0000353,1000m,試作品,YC-08,27.47,50.2,0.9,120.05,122.05,1020.1,356,0.01046,89.01,False
SC0000354,1500m,製造,YC-08,28.91,50.9,0.9,120.0,122.04,1020.2,1454,0.01188,89.09,False
SC0000355,1200m,製造,YC-08,29.89,50.6,0.9,120.0,122.02,1020.2,1038,0.01144,89.1,False
SC0000356,500m,製造,YC-08,32.61,51.4,0.9,120.27,122.25,1020.8,2316,0.01207,89.06,False
SC0000357,1200m,製造,YC-08,27.26,50.1,0.9,120.03,122.01,1020.0,106,0.0101,89.01,False
SC0000358,1200m,製造,YC-08,29.57,51.0,0.9,120.0,122.01,1020.2,1576,0.01281,89.04,True
SC0000359,1200m,製造,YC-08,27.95,50.4,0.9,120.0,122.01,1020.0,726,0.01072,89.02,False
SC0000360,1000m,製造,YC-08,27.96,50.4,0.9,120.1,122.12,1020.7,752,0.0109,89.03,True
SC0000361,1000m,製造,YC-08,29.02,51.0,0.9,120.07,122.13,1020.3,1541,0.01214,89.09,False
SC0000362,1200m,試作品,YC-08,28.67,50.3,0.9,120.01,122.0,1020.0,552,0.01033,89.35,False
SC0000363,300m,製造,YC-08,28.64,50.8,0.9,120.02,122.02,1020.1,1246,0.01087,89.03,False
SC0000364,1200m,製造,YC-08,27.37,50.5,0.9,120.0,122.09,1021.4,1038,0.01165,89.07,False
SC0000365,1200m,製造,YC-08,27.04,50.1,0.9,120.4,122.4,1021.0,136,0.01012,89.08,True
SC0000366,1500m,製造,YC-08,28.45,50.7,0.9,120.0,122.01,1020.2,1107,0.01154,89.04,False
SC0000367,1500m,製造,YC-08,28.96,50.9,0.9,120.64,122.32,1020.7,1496,0.01148,89.07,False
SC0000368,1000m,製造,YC-08,28.82,50.9,0.9,120.05,122.02,1020.1,1385,0.01124,89.04,False
SC0000369,1500m,製造,YC-08,27.11,50.3,0.9,120.02,122.01,1020.0,552,0.01044,89.04,False
SC0000370,300m,製造,YC-08,28.36,50.6,0.9,120.0,122.03,1020.1,1004,0.01082,89.07,False
SC0000371,1000m,試作品,YC-08,27.82,50.4,0.9,120.02,122.01,1020.0,621,0.01062,89.03,False
SC0000372,1200m,製造,YC-08,28.64,50.8,0.9,120.0,122.14,1020.1,1246,0.01074,89.05,False
SC0000373,1200m,製造,YC-08,27.41,50.2,0.9,120.05,122.01,1020.5,1038,0.01155,89.07,False
SC0000374,1200m,製造,YC-08,29.57,50.5,0.9,120.0,122.04,1020.1,795,0.01111,89.03,False
SC0000375,1200m,製造,YC-08,28.49,50.7,0.9,120.0,122.06,1020.2,1135,0.01079,89.04,False
SC0000376,1000m,製造,YC-08,29.73,51.3,0.9,120.14,122.01,1020.3,2079,0.01227,89.13,True
SC0000377,1200m,製造,YC-08,27.55,50.3,0.9,120.01,122.01,1020.0,413,0.01016,89.03,False
SC0000378,500m,製造,YC-08,28.26,50.8,0.9,120.05,122.09,1020.2,1468,0.01121,89.05,False
SC0000379,500m,製造,YC-08,27.69,50.3,0.9,120.0,122.01,1020.0,526,0.01021,89.03,False
SC0000380,1200m,製造,YC-08,27.91,50.4,0.9,120.05,122.09,1020.2,691,0.01048,89.04,False
SC0000381,1500m,試作品,YC-08,27.27,50.1,0.9,120.0,122.03,1020.2,205,0.01012,89.03,False
SC0000382,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.26,1020.7,1385,0.01179,89.07,False
SC0000383,300m,製造,YC-08,28.64,50.8,0.9,120.05,122.09,1020.2,1246,0.01235,89.12,False
SC0000384,1200m,製造,YC-08,27.81,50.4,0.9,120.0,122.01,1020.0,613,0.01134,89.03,False
SC0000385,500m,製造,YC-08,28.28,50.6,0.9,120.05,122.0,1020.1,1038,0.01134,89.06,False
SC0000386,1500m,試作品,YC-08,28.18,50.6,0.9,120.0,122.01,1020.2,899,0.01062,89.11,False
SC0000387,1200m,製造,YC-08,29.43,51.1,0.9,120.17,122.35,1020.4,1853,0.0111,89.06,True
SC0000388,1000m,製造,YC-08,29.54,51.2,0.9,120.07,122.07,1020.1,1940,0.01192,89.13,False
SC0000389,1000m,製造,YC-08,28.36,50.6,0.9,120.03,122.02,1020.1,1038,0.01113,89.04,False
SC0000390,1200m,製造,YC-08,27.87,50.4,0.9,120.05,122.01,1020.1,663,0.01053,89.05,False
SC0000391,1000m,製造,YC-08,29.41,50.5,0.9,120.05,122.06,1020.2,830,0.01099,89.05,False
SC0000392,1200m,研究所テスト,YC-08,27.11,50.9,0.9,120.05,122.09,1020.1,1385,0.01082,89.08,True
SC0000393,1500m,製造,YC-08,30.18,51.5,0.9,120.0,122.04,1020.2,2426,0.01288,89.07,True
SC0000394,1200m,製造,YC-08,28.45,50.5,0.9,120.0,122.0,1020.0,830,0.01091,89.04,False
SC0000395,1200m,製造,YC-08,27.87,50.4,0.9,120.0,122.04,1020.2,663,0.01046,89.04,False
SC0000396,1000m,製造,YC-08,28.06,50.5,0.9,120.05,122.08,1020.1,757,0.01075,89.06,False
SC0000397,1200m,試作品,YC-08,31.46,50.9,0.9,120.0,122.02,1020.1,1385,0.01096,89.04,False
SC0000398,500m,製造,YC-08,29.15,51.0,0.9,120.23,122.14,1020.4,1640,0.01179,89.05,False
SC0000399,1000m,製造,YC-08,29.18,51.0,0.9,120.07,122.15,1020.3,1662,0.01214,89.08,False
SC0000400,1200m,製造,YC-08,28.53,50.7,0.9,120.0,122.09,1020.2,1163,0.01138,89.06,False
SC0000401,1500m,製造,YC-08,27.57,50.2,0.9,120.0,122.07,1021.1,262,0.01026,89.04,False
SC0000402,1000m,試作品,YC-08,27.3,50.5,0.9,120.05,122.04,1020.2,830,0.01124,89.03,False
SC0000403,1200m,製造,YC-08,28.14,50.5,0.9,120.0,122.07,1020.4,864,0.01069,89.05,False
SC0000404,1000m,製造,YC-08,27.79,50.3,0.9,120.0,122.01,1020.2,441,0.01044,89.08,False
SC0000405,1200m,製造,YC-08,33.65,51.5,0.9,120.0,122.17,1020.6,2426,0.0124,89.08,False
SC0000406,1000m,製造,YC-08,29.02,51.1,0.9,120.22,122.22,1020.6,1038,0.01134,89.06,False
SC0000407,1200m,製造,YC-08,29.27,51.1,0.9,120.04,122.01,1020.2,1732,0.01292,89.06,False
SC0000408,1200m,製造,YC-08,27.19,50.3,0.9,120.0,122.05,1020.2,405,0.01065,89.06,False
SC0000409,1500m,製造,YC-08,28.89,50.9,0.9,120.07,122.04,1020.1,1440,0.01143,89.07,False
SC0000410,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.21,1020.3,176,0.01055,89.01,False
SC0000411,1000m,製造,YC-08,29.27,51.1,0.9,120.0,122.09,1020.3,1732,0.01206,89.08,False
SC0000412,300m,製造,YC-08,28.29,50.5,0.9,120.0,122.07,1020.1,419,0.01025,89.02,False
SC0000413,1000m,製造,YC-08,28.82,50.9,0.9,120.0,122.09,1020.2,1385,0.01192,89.05,False
SC0000414,500m,製造,YC-08,31.87,51.3,0.9,120.0,122.1,1020.7,2079,0.01268,89.06,False
SC0000415,1000m,製造,YC-08,27.93,50.4,0.902,120.0,122.24,1021.3,705,0.01133,89.07,False
SC0000416,1000m,製造,YC-08,27.95,50.4,0.9,120.05,122.05,1020.2,726,0.01065,89.03,False
SC0000417,1000m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1020.1,1385,0.0111,89.06,True
SC0000418,100m,研究所テスト,YC-08,29.73,51.3,0.9,120.0,122.09,1020.2,2079,0.01165,89.13,False
SC0000419,500m,製造,YC-08,28.98,50.9,0.9,120.0,122.02,1020.4,1385,0.01206,89.1,False
SC0000420,1200m,製造,YC-08,29.26,50.9,0.9,120.07,122.07,1020.3,1385,0.0122,89.07,True
SC0000421,1200m,試作品,YC-08,27.64,50.3,0.9,120.0,122.02,1020.0,483,0.01048,89.02,False
SC0000422,1500m,製造,YC-08,27.86,50.4,0.9,120.0,122.01,1020.1,653,0.01052,89.02,False
SC0000423,100m,研究所テスト,YC-08,29.18,51.0,0.9,120.0,122.04,1020.1,1662,0.01148,89.06,False
SC0000424,500m,製造,YC-08,27.67,51.5,0.9,120.04,122.02,1020.0,2426,0.0112,89.09,False
SC0000425,1200m,製造,YC-08,27.87,50.4,0.9,120.0,122.01,1020.0,663,0.01026,89.04,False
SC0000426,500m,製造,YC-08,29.27,51.1,0.9,120.21,122.21,1020.4,1732,0.01155,89.07,False
SC0000427,1000m,製造,YC-08,27.5,50.5,0.9,120.0,122.02,1020.0,830,0.01049,89.06,False
SC0000428,1000m,製造,YC-08,28.94,51.4,0.9,120.0,122.35,1021.0,2217,0.01264,89.09,False
SC0000429,1200m,製造,YC-08,28.33,50.6,0.9,120.25,122.25,1020.6,1015,0.0106,89.04,False
SC0000430,300m,製造,YC-08,28.1,50.4,0.9,120.21,122.1,1021.1,1385,0.0133,89.05,False
SC0000431,1000m,製造,YC-08,27.29,51.5,0.9,120.17,122.17,1020.6,2426,0.01337,89.08,False
SC0000432,100m,研究所テスト,YC-08,29.91,51.1,0.9,120.0,122.01,1020.2,1874,0.01242,89.05,False
SC0000433,300m,製造,YC-08,27.18,50.1,0.9,120.0,122.07,1020.3,136,0.01012,89.06,False
SC0000434,1000m,製造,YC-08,27.22,50.1,0.9,120.49,122.12,1020.3,164,0.01012,89.06,False
SC0000435,1500m,試作品,YC-08,28.06,50.3,0.9,120.05,122.05,1020.1,413,0.01037,89.01,False
SC0000436,1500m,製造,YC-08,29.23,50.9,0.9,120.02,122.01,1020.1,1652,0.0118,89.05,True
SC0000437,1000m,製造,YC-08,27.96,50.5,0.9,120.18,122.35,1020.6,830,0.01066,89.08,False
SC0000438,1200m,製造,YC-08,30.0,51.4,0.9,120.0,122.06,1020.1,2287,0.01227,89.07,False
SC0000439,1000m,製造,YC-08,27.06,51.3,0.9,120.0,122.1,1020.5,1385,0.01124,89.07,False
SC0000440,100m,研究所テスト,YC-08,29.41,51.1,0.9,120.05,122.05,1020.2,1836,0.01273,89.06,False
SC0000441,1200m,製造,YC-08,31.5,51.3,0.9,120.0,122.04,1020.1,2058,0.01163,89.05,True
SC0000442,500m,製造,YC-08,27.99,50.3,0.9,120.0,122.09,1020.3,445,0.01022,89.04,False
SC0000443,1200m,製造,YC-08,27.91,50.4,0.9,120.01,122.0,1020.0,691,0.01055,89.02,False
SC0000444,500m,製造,YC-08,27.73,50.3,0.9,120.01,122.02,1020.0,552,0.01044,89.02,False
SC0000445,500m,製造,YC-08,31.63,51.5,0.9,120.0,122.32,1020.9,2426,0.01192,89.08,False
SC0000446,1500m,製造,YC-08,29.2,51.1,0.9,120.0,122.01,1020.3,1385,0.01151,89.11,False
SC0000447,1200m,製造,YC-08,28.16,50.5,0.9,120.08,122.08,1020.2,885,0.01141,89.11,False
SC0000448,1200m,製造,YC-08,28.27,50.6,0.9,120.0,122.01,1020.0,968,0.01115,89.03,False
SC0000449,1500m,製造,YC-08,29.18,51.0,0.9,120.26,122.26,1020.8,1626,0.01181,89.07,False
SC0000450,1000m,製造,YC-08,28.36,50.6,0.9,120.09,122.05,1020.2,1161,0.01093,89.05,False
SC0000451,1000m,製造,YC-08,27.09,50.0,0.9,120.0,122.02,1020.1,191,0.01017,89.04,True
SC0000452,1200m,製造,YC-08,28.57,50.7,0.9,120.0,122.17,1020.2,1199,0.01083,89.03,False
SC0000453,1500m,製造,YC-08,27.76,50.4,0.9,120.08,122.02,1020.3,580,0.01069,89.06,False
SC0000454,1200m,製造,YC-08,27.5,51.5,0.9,120.57,122.06,1021.5,1385,0.01165,89.08,False
SC0000455,100m,研究所テスト,YC-08,27.31,50.4,0.9,120.44,122.26,1021.0,1556,0.01216,89.05,False
SC0000456,1500m,製造,YC-08,27.73,50.3,0.9,120.0,122.05,1020.2,552,0.01082,89.07,False
SC0000457,1000m,試作品,YC-08,28.64,50.8,0.9,120.01,122.02,1020.0,1246,0.01173,89.03,False
SC0000458,1200m,製造,YC-08,27.45,50.2,0.9,120.0,122.01,1020.0,760,0.01076,89.03,False
SC0000459,1000m,製造,YC-08,27.73,50.3,0.9,120.0,122.07,1020.3,552,0.01066,89.03,False
SC0000460,1500m,製造,YC-08,27.57,,0.9,120.01,122.0,1020.0,436,0.01074,89.03,True
SC0000461,1500m,製造,YC-08,27.68,50.3,0.9,120.0,122.17,1021.6,517,0.01103,89.1,False
SC0000462,300m,製造,YC-08,29.15,51.0,0.9,120.0,122.0,1020.0,1640,0.01081,89.05,False
SC0000463,1200m,試作品,YC-08,27.58,50.5,0.9,120.05,122.11,1020.2,413,0.01033,89.04,True
SC0000464,1200m,製造,YC-08,27.3,50.3,0.9,120.06,122.12,1020.2,469,0.01047,89.04,False
SC0000465,1200m,製造,YC-08,28.16,50.5,0.9,120.0,122.11,1020.3,830,0.01107,89.05,False
SC0000466,1500m,製造,YC-08,27.26,50.2,0.9,120.14,122.02,1020.2,344,0.01058,89.05,False
SC0000467,1500m,製造,YC-08,27.98,51.0,0.9,120.0,122.49,1022.0,1177,0.01187,89.11,False
SC0000468,1000m,製造,YC-08,28.36,50.6,0.9,120.0,122.06,1020.1,1038,0.01113,89.05,False
SC0000469,500m,製造,YC-08,29.61,50.9,0.9,120.05,122.09,1020.3,1524,0.01227,89.1,False
SC0000470,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.03,1020.1,760,0.01106,89.03,False
SC0000471,1500m,試作品,YC-08,27.24,50.2,0.9,120.0,122.05,1020.2,247,0.01037,89.02,False
SC0000472,1500m,製造,YC-08,27.06,50.2,0.9,120.0,122.09,1020.3,344,0.01058,89.08,False
SC0000473,1200m,製造,YC-08,27.84,50.4,0.9,120.0,122.0,1020.0,639,0.01044,89.02,False
SC0000474,500m,試作品,YC-08,27.58,50.3,0.9,120.0,122.05,1020.2,441,0.0104,89.02,False
SC0000475,1200m,製造,YC-08,27.23,50.1,0.9,120.0,122.02,1020.1,170,0.01015,89.1,False
SC0000476,1200m,製造,YC-08,28.6,50.8,0.9,120.0,122.04,1020.1,1218,0.01145,89.04,False
SC0000477,1500m,製造,YC-08,27.16,50.1,0.9,120.0,122.01,1020.0,118,0.0101,89.02,False
SC0000478,1500m,試作品,YC-08,27.83,50.3,0.9,120.0,122.09,1020.1,497,0.01045,89.03,False
SC0000479,500m,製造,YC-08,28.64,50.8,0.9,120.03,122.02,1020.0,1246,0.01074,89.03,False
SC0000480,1000m,製造,YC-08,27.76,50.3,0.9,120.1,122.1,1020.5,830,0.0119,89.05,False
SC0000481,1500m,製造,YC-08,28.45,50.7,0.9,120.05,122.08,1020.2,1107,0.01099,89.04,True
SC0000482,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.03,1020.0,413,0.01029,89.04,False
SC0000483,1200m,試作品,YC-08,27.32,50.1,0.9,120.0,122.0,1020.0,200,0.01012,89.04,False
SC0000484,1200m,試作品,YC-08,27.55,50.3,0.9,120.0,122.0,1020.0,413,0.01029,89.02,True
SC0000485,300m,製造,YC-08,29.27,51.1,0.9,120.0,122.09,1020.2,1732,0.01206,89.08,False
SC0000486,1200m,製造,YC-08,27.33,50.6,0.9,120.0,122.01,1020.2,934,0.01167,89.03,False
SC0000487,500m,製造,YC-08,27.91,50.4,0.9,120.08,122.02,1020.1,691,0.01041,89.04,False
SC0000488,1200m,製造,YC-08,27.48,50.4,0.9,120.17,122.11,1020.3,663,0.01073,89.08,True
SC0000489,1500m,製造,YC-08,28.88,50.4,0.9,120.0,122.09,1020.2,726,0.01065,89.04,False
