ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,date_col,塗布材料
SC0012245,1200m,製造,YC-08,27.33,50.5,0.9,120.04,122.01,1020.2,830,0.01099,89.08,False,2025-03-21,A
SC0012246,1200m,製造,YC-08,27.91,50.4,0.9,120.02,122.03,1020.1,691,0.01062,89.07,False,2025-03-21,A
SC0012247,1200m,製造,YC-08,27.87,50.4,0.9,120.02,122.04,1020.1,663,0.01026,89.07,False,2025-03-21,A
SC0012248,1200m,製造,YC-08,27.29,50.1,0.9,120.01,122.0,1020.0,219,0.01013,89.01,False,2025-03-21,A
SC0012249,1000m,製造,YC-08,27.41,50.6,0.9,120.05,122.06,1020.3,1038,0.01124,89.08,True,2025-03-21,B
SC0012250,1000m,製造,YC-08,29.64,,0.9,120.0,122.02,1020.3,1662,0.01115,89.06,True,2025-03-21,A
SC0012251,100m,研究所テスト,YC-08,30.18,51.5,0.9,120.0,122.01,1020.1,2426,0.01192,89.09,False,2025-03-21,A
SC0012252,1000m,製造,YC-08,29.07,51.0,0.9,120.04,122.01,1020.1,1576,0.01203,89.06,False,2025-03-21,A
SC0012253,1200m,製造,YC-08,28.59,50.8,0.9,120.06,122.06,1020.3,1211,0.01132,89.04,True,2025-03-21,B
SC0012254,1000m,製造,YC-08,28.69,50.8,0.9,120.0,122.44,1021.6,1246,0.01099,89.06,False,2025-03-21,A
SC0012255,500m,製造,YC-08,28.06,50.5,0.9,120.02,122.02,1020.0,830,0.01091,89.03,True,2025-03-21,B
SC0012256,1200m,製造,YC-08,27.31,50.6,0.9,120.0,122.01,1020.3,968,0.01144,89.07,False,2025-03-21,A
SC0012257,1000m,試作品,YC-08,27.59,50.3,0.9,120.0,122.0,1020.0,445,0.01027,89.02,False,2025-03-21,A
SC0012258,1200m,製造,YC-08,27.23,50.1,0.9,120.05,122.09,1020.1,165,0.01015,89.03,False,2025-03-21,A
SC0012259,1500m,製造,YC-08,27.73,50.3,0.9,120.0,122.02,1020.1,552,0.01071,89.05,False,2025-03-21,A
SC0012260,500m,製造,YC-08,29.27,51.1,0.9,120.04,122.02,1020.1,1732,0.01275,89.05,False,2025-03-21,A
SC0012261,1500m,製造,YC-08,27.91,50.4,0.9,120.5,122.2,1020.7,691,0.01076,89.04,False,2025-03-21,A
SC0012262,1000m,製造,YC-08,29.81,50.9,0.9,120.0,122.09,1020.2,1385,0.01234,89.08,False,2025-03-21,A
SC0012263,300m,製造,YC-08,27.91,50.4,0.9,120.0,122.31,1020.5,691,0.01048,89.05,False,2025-03-21,A
SC0012264,1500m,製造,YC-08,27.36,50.2,0.9,120.0,122.01,1020.2,275,0.01022,89.03,False,2025-03-21,A
SC0012265,1000m,製造,YC-08,28.82,50.6,0.9,120.14,122.14,1020.5,996,0.01089,89.03,True,2025-03-21,B
SC0012266,1500m,製造,YC-08,27.99,50.5,0.9,120.0,122.17,1020.8,755,0.01068,89.04,False,2025-03-21,A
SC0012267,1200m,製造,YC-08,28.79,50.8,0.9,120.0,122.2,1020.8,1367,0.01258,89.08,True,2025-03-21,B
SC0012268,500m,製造,YC-08,28.0,50.5,0.9,120.01,122.01,1020.0,759,0.01038,89.05,True,2025-03-21,A
SC0012269,500m,製造,YC-08,27.96,50.4,0.9,120.14,122.04,1020.2,691,0.01055,89.03,False,2025-03-21,A
SC0012270,1200m,製造,YC-08,29.27,51.1,0.9,120.0,122.23,1020.5,1732,0.01223,89.08,False,2025-03-21,A
SC0012271,1200m,製造,YC-08,27.36,,0.9,120.07,122.07,1020.3,497,0.01059,89.04,False,2025-03-21,A
SC0012272,1500m,製造,YC-08,28.92,50.9,0.9,120.0,122.09,1020.1,1461,0.01101,89.06,False,2025-03-21,A
SC0012273,1200m,製造,YC-08,28.45,50.7,0.9,120.05,122.03,1020.2,1107,0.01121,89.03,True,2025-03-21,B
SC0012274,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.03,1020.1,1385,0.01206,89.04,True,2025-03-21,B
SC0012275,100m,製造,YC-08,27.48,50.2,0.9,120.05,122.04,1020.3,275,0.01036,89.05,False,2025-03-21,A
SC0012276,1500m,製造,YC-08,27.22,50.3,0.9,120.0,122.38,1020.7,491,0.01044,89.05,False,2025-03-21,A
SC0012277,1500m,製造,YC-08,28.64,50.8,0.9,120.0,122.04,1020.1,1246,0.01148,89.1,False,2025-03-21,A
SC0012278,1200m,製造,YC-08,28.09,50.5,0.9,120.05,122.02,1020.1,830,0.01066,89.03,False,2025-03-21,A
SC0012279,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.02,1020.1,552,0.01038,89.07,True,2025-03-21,B
SC0012280,300m,製造,YC-08,28.45,50.7,0.9,120.26,122.17,1020.3,1107,0.01099,89.06,False,2025-03-21,A
SC0012281,1200m,製造,YC-08,27.59,50.2,0.9,120.0,122.01,1020.0,240,0.01029,89.04,False,2025-03-21,A
SC0012282,1200m,製造,YC-08,27.5,50.2,0.9,120.0,122.01,1020.0,379,0.01049,89.02,False,2025-03-21,A
SC0012283,1200m,製造,YC-08,27.85,50.4,0.9,120.0,122.03,1020.0,646,0.01032,89.03,True,2025-03-21,B
SC0012284,1000m,製造,YC-08,28.09,50.5,0.9,120.21,122.02,1020.2,830,0.01107,89.06,False,2025-03-21,A
SC0012285,1000m,製造,YC-08,28.45,50.7,0.9,120.08,122.11,1020.3,1107,0.01132,89.05,False,2025-03-21,A
SC0012286,1000m,製造,YC-08,27.61,50.4,0.9,120.0,122.02,1020.2,691,0.01082,89.05,False,2025-03-21,A
SC0012287,1000m,試作品,YC-08,27.87,50.6,0.9,120.21,122.33,1020.8,1038,0.01185,89.05,False,2025-03-21,A
SC0012288,500m,製造,YC-08,28.74,50.8,0.9,120.05,122.05,1020.3,1324,0.01263,89.03,False,2025-03-21,A
SC0012289,300m,試作品,YC-08,29.28,50.6,0.9,120.0,122.01,1020.1,1003,0.0112,89.05,True,2025-03-21,B
SC0012290,1200m,製造,YC-08,27.64,50.3,0.9,120.0,122.09,1020.1,483,0.01048,89.07,False,2025-03-21,A
SC0012291,500m,製造,YC-08,29.46,50.6,0.9,120.04,122.01,1020.1,908,0.01045,89.04,False,2025-03-21,A
SC0012292,1200m,製造,YC-08,27.96,50.7,0.9,120.0,122.03,1020.1,691,0.01062,89.07,False,2025-03-21,A
SC0012293,1200m,製造,YC-08,27.2,50.1,0.9,120.05,122.03,1020.1,136,0.01012,89.03,False,2025-03-21,A
SC0012294,1200m,製造,YC-08,27.52,50.2,0.9,120.05,122.01,1020.1,262,0.01013,89.02,False,2025-03-21,A
SC0012295,500m,製造,YC-08,27.71,50.3,0.9,120.01,122.02,1020.1,538,0.01096,89.03,False,2025-03-21,A
SC0012296,1000m,製造,YC-08,28.6,50.4,0.9,120.02,122.02,1020.1,691,0.01076,89.07,True,2025-03-21,B
SC0012297,500m,製造,YC-08,28.41,50.5,0.902,120.02,122.02,1020.1,777,0.01078,89.04,False,2025-03-21,A
SC0012298,1500m,製造,YC-08,28.25,50.6,0.9,120.0,122.18,1020.5,951,0.01104,89.05,False,2025-03-21,A
SC0012299,500m,製造,YC-08,27.86,50.5,0.9,120.04,122.01,1020.1,830,0.01082,89.05,False,2025-03-21,A
SC0012300,1200m,製造,YC-08,29.44,52.0,0.9,120.04,122.04,1020.1,1702,0.01169,89.05,True,2025-03-21,A
SC0012301,1000m,製造,YC-08,30.39,51.2,0.9,120.87,122.43,1022.0,1940,0.01192,89.1,False,2025-03-21,A
SC0012302,1200m,研究所テスト,YC-08,30.18,51.5,0.9,120.14,122.05,1020.3,2426,0.01457,89.11,True,2025-03-21,A
SC0012303,1000m,製造,YC-08,29.27,51.1,0.9,120.0,122.03,1020.0,1732,0.01137,89.06,True,2025-03-21,A
SC0012304,1200m,製造,YC-08,27.91,50.4,0.9,120.05,122.09,1020.1,639,0.01062,89.03,False,2025-03-21,A
SC0012305,500m,試作品,YC-08,28.99,50.9,0.9,120.24,122.12,1020.5,1513,0.0121,89.06,False,2025-03-21,B
SC0012306,1200m,製造,YC-08,28.0,50.5,0.9,120.0,122.08,1020.2,941,0.01053,89.04,False,2025-03-21,A
SC0012307,1200m,製造,YC-08,27.54,50.3,0.9,120.0,122.12,1020.1,406,0.01032,89.03,False,2025-03-21,A
SC0012308,1000m,製造,YC-08,27.29,50.5,0.9,120.0,122.03,1020.2,795,0.01063,89.04,False,2025-03-21,B
SC0012309,1200m,製造,YC-08,28.56,50.6,0.9,120.01,122.01,1020.0,1303,0.01116,89.07,True,2025-03-21,A
SC0012310,300m,製造,YC-08,29.12,51.0,0.9,120.0,122.04,1020.0,1615,0.0108,89.05,False,2025-03-21,A
SC0012311,1200m,製造,YC-08,29.27,51.1,0.9,120.0,122.14,1020.4,1732,0.01189,89.08,False,2025-03-21,A
SC0012312,1500m,製造,YC-08,28.05,50.9,0.9,120.98,122.2,1023.3,1385,0.01192,89.18,False,2025-03-21,B
SC0012313,1200m,製造,YC-08,27.93,50.4,0.9,120.0,122.05,1020.1,726,0.01072,89.09,False,2025-03-21,A
SC0012314,1500m,製造,YC-08,27.52,50.3,0.9,120.0,122.02,1020.4,497,0.01059,89.17,False,2025-03-21,B
SC0012315,1500m,製造,YC-08,27.59,50.3,0.9,120.0,122.04,1020.3,448,0.01058,89.02,False,2025-03-21,A
SC0012316,1000m,製造,YC-08,27.91,50.4,0.9,120.04,122.03,1020.2,691,0.01041,89.07,False,2025-03-21,A
SC0012317,1200m,製造,YC-08,30.18,51.5,0.9,120.21,122.26,1021.3,2426,0.01481,89.13,True,2025-03-21,A
SC0012318,1200m,製造,YC-08,27.13,50.1,0.9,120.0,122.04,1020.8,413,0.01029,89.07,False,2025-03-21,A
SC0012319,1200m,製造,YC-08,28.06,51.5,0.9,120.0,122.03,1020.2,2426,0.01313,89.1,False,2025-03-21,A
SC0012320,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.19,1020.4,1662,0.01247,89.06,False,2025-03-21,A
SC0012321,1500m,製造,YC-08,29.54,51.2,0.9,120.36,122.73,1021.9,1940,0.01192,89.15,False,2025-03-21,A
SC0012322,500m,製造,YC-08,28.0,50.5,0.9,120.0,122.02,1020.2,760,0.01136,89.02,False,2025-03-21,A
SC0012323,1200m,製造,YC-08,28.83,50.9,0.9,120.0,122.05,1020.1,704,0.0118,89.03,True,2025-03-21,B
SC0012324,1500m,製造,YC-08,27.19,50.2,0.9,120.0,122.03,1020.7,275,0.01027,89.06,False,2025-03-21,A
SC0012325,500m,製造,YC-08,29.97,51.2,0.9,120.0,122.13,1020.3,1164,0.01127,89.07,False,2025-03-21,A
SC0012326,1000m,製造,YC-08,28.45,50.7,0.9,120.05,122.11,1020.2,1107,0.01088,89.04,False,2025-03-21,A
SC0012327,1200m,試作品,YC-08,27.44,50.2,0.9,120.0,122.09,1020.2,330,0.01036,89.02,False,2025-03-21,B
SC0012328,1500m,製造,YC-08,27.81,50.3,0.9,120.05,122.05,1020.3,406,0.01081,89.04,True,2025-03-21,A
SC0012329,1000m,製造,YC-08,27.91,50.4,0.9,120.66,122.44,1021.4,691,0.01151,89.08,False,2025-03-21,A
SC0012330,1200m,製造,YC-08,28.27,50.6,0.9,120.0,122.09,1020.2,968,0.01096,89.05,False,2025-03-21,A
SC0012331,500m,製造,YC-08,29.73,51.3,0.9,120.09,122.06,1020.2,2079,0.01268,89.38,False,2025-03-21,A
SC0012332,1200m,製造,YC-08,28.91,50.9,0.9,120.0,122.01,1020.2,1454,0.01159,89.09,False,2025-03-21,A
SC0012333,1500m,製造,YC-08,27.36,50.2,0.9,120.37,122.02,1020.5,275,0.01016,89.08,False,2025-03-21,A
SC0012334,1500m,製造,YC-08,27.36,50.2,0.9,120.05,122.03,1020.2,275,0.01019,89.05,False,2025-03-21,A
SC0012335,1500m,試作品,YC-08,27.3,50.1,0.9,120.0,122.0,1020.0,223,0.01011,89.01,True,2025-03-21,A
SC0012336,500m,製造,YC-08,30.04,51.2,0.9,120.0,122.01,1020.1,1211,0.01108,89.04,False,2025-03-21,A
SC0012337,1000m,製造,YC-08,28.54,50.7,0.9,120.0,122.05,1020.1,1177,0.01093,89.04,False,2025-03-21,A
SC0012338,1000m,製造,YC-08,29.12,51.0,0.9,120.0,122.01,1020.1,1614,0.01144,89.04,False,2025-03-21,A
SC0012339,1200m,製造,YC-08,28.31,50.6,0.9,120.0,122.24,1020.7,996,0.01138,89.06,False,2025-03-21,A
SC0012340,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.01,1020.0,413,0.01037,89.05,True,2025-03-21,B
SC0012341,1500m,製造,YC-08,27.44,50.2,0.9,120.0,122.19,1020.6,330,0.01043,89.03,True,2025-03-21,B
SC0012342,1200m,製造,YC-08,27.08,50.1,0.9,120.16,122.32,1020.6,136,0.01018,89.07,False,2025-03-21,A
SC0012343,1200m,製造,YC-08,28.27,50.9,0.9,120.0,122.01,1020.1,1385,0.01151,89.09,True,2025-03-21,A
SC0012344,1000m,試作品,YC-08,27.64,50.3,0.9,120.0,122.02,1020.1,483,0.01072,89.04,False,2025-03-21,A
SC0012345,1200m,製造,YC-08,27.65,50.3,0.9,120.0,122.05,1020.2,497,0.01045,89.08,False,2025-03-21,A
SC0012346,1200m,製造,YC-08,28.66,50.8,0.9,120.0,122.05,1020.1,1263,0.01063,89.04,False,2025-03-21,A
SC0012347,1000m,製造,YC-08,27.58,50.2,0.9,120.0,122.0,1020.0,364,0.01014,89.06,False,2025-03-21,A
SC0012348,1000m,製造,YC-08,28.97,50.9,0.9,120.13,122.26,1020.4,1497,0.01178,89.06,False,2025-03-21,A
SC0012349,300m,製造,YC-08,29.31,51.0,0.9,120.0,122.06,1020.1,1662,0.01181,89.13,False,2025-03-21,B
SC0012350,1500m,製造,YC-08,28.82,50.9,0.9,120.09,122.04,1020.1,1385,0.01179,89.05,True,2025-03-21,A
SC0012351,1500m,製造,YC-08,29.27,51.1,0.9,120.18,122.18,1020.6,1732,0.01155,89.09,False,2025-03-21,B
SC0012352,1000m,製造,YC-08,27.57,50.3,0.9,120.0,122.02,1020.0,431,0.01026,89.02,True,2025-03-21,B
SC0012353,300m,製造,YC-08,30.09,51.5,0.9,120.3,122.2,1020.5,2353,0.01256,89.07,False,2025-03-21,A
SC0012354,300m,製造,YC-08,28.82,50.9,0.9,120.01,122.02,1020.0,1385,0.01179,89.04,False,2025-03-21,A
SC0012355,500m,製造,YC-08,27.84,50.4,0.9,120.0,122.02,1020.1,639,0.0107,89.03,True,2025-03-21,B
SC0012356,500m,製造,YC-08,28.64,50.8,0.9,120.13,122.02,1020.2,1246,0.01148,89.04,False,2025-03-21,A
SC0012357,1200m,製造,YC-08,27.47,50.5,0.9,120.01,122.02,1020.0,781,0.0107,89.08,True,2025-03-21,B
SC0012358,1200m,製造,YC-08,29.54,51.2,0.9,120.08,122.02,1020.6,1940,0.01365,89.12,False,2025-03-21,A
SC0012359,1500m,製造,YC-08,30.28,51.5,0.9,120.0,122.26,1020.8,2426,0.01409,89.07,True,2025-03-21,A
SC0012360,1200m,製造,YC-08,30.18,51.5,0.9,120.0,122.04,1020.2,2426,0.01361,89.13,False,2025-03-21,A
SC0012361,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.05,1020.0,413,0.01021,89.02,False,2025-03-21,A
SC0012362,500m,試作品,YC-08,27.91,50.4,0.9,120.02,122.01,1020.1,639,0.01124,89.04,False,2025-03-21,A
SC0012363,500m,製造,YC-08,27.33,50.9,0.9,120.0,122.01,1020.0,1388,0.01096,89.04,False,2025-03-21,A
SC0012364,1500m,製造,YC-08,29.54,51.2,0.9,120.15,122.08,1020.2,1940,0.01154,89.08,False,2025-03-21,A
SC0012365,1000m,製造,YC-08,28.64,50.8,0.9,120.0,122.02,1020.0,1246,0.01148,89.03,True,2025-03-21,A
SC0012366,1200m,製造,YC-08,29.54,51.2,0.9,120.17,122.33,1021.1,1940,0.01404,89.07,False,2025-03-21,A
SC0012367,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.22,1020.6,830,0.01099,89.05,True,2025-03-21,B
SC0012368,500m,製造,YC-08,28.26,50.6,0.9,120.0,122.03,1020.0,961,0.01076,89.05,False,2025-03-21,A
SC0012369,1200m,試作品,YC-08,27.94,50.4,0.9,120.05,122.02,1020.3,691,0.01076,89.03,False,2025-03-21,A
SC0012370,500m,製造,YC-08,28.36,50.8,0.9,120.0,122.11,1020.2,778,0.01062,89.05,False,2025-03-21,A
SC0012371,1200m,製造,YC-08,27.67,50.3,0.9,120.01,122.01,1020.0,510,0.01056,89.02,False,2025-03-21,A
SC0012372,1200m,製造,YC-08,28.76,50.8,0.9,120.0,122.05,1020.3,1341,0.01213,89.04,True,2025-03-21,A
SC0012373,300m,製造,YC-08,27.11,50.1,0.9,120.0,122.01,1020.0,80,0.01002,89.01,False,2025-03-21,A
SC0012374,500m,製造,YC-08,27.88,50.3,0.9,120.02,122.0,1020.1,441,0.01031,89.04,False,2025-03-21,A
SC0012375,1500m,製造,YC-08,28.47,50.7,0.9,120.0,122.41,1022.7,1121,0.01134,89.1,False,2025-03-21,A
SC0012376,500m,製造,YC-08,29.9,51.4,0.9,120.0,122.08,1020.5,2210,0.01241,89.06,True,2025-03-21,A
SC0012377,1000m,製造,YC-08,27.46,50.3,0.9,120.05,122.05,1020.3,483,0.01091,89.03,True,2025-03-21,A
SC0012378,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.24,1020.4,1662,0.01214,89.06,False,2025-03-21,A
SC0012379,500m,製造,YC-08,27.55,50.3,0.9,120.05,122.06,1020.2,413,0.01091,89.04,False,2025-03-21,A
SC0012380,1200m,製造,YC-08,29.15,50.8,0.9,120.0,122.31,1020.7,2079,0.01268,89.1,False,2025-03-21,A
SC0012381,1200m,製造,YC-08,29.38,50.8,0.9,120.1,122.03,1020.2,1246,0.0121,89.07,False,2025-03-21,A
SC0012382,500m,製造,YC-08,29.61,50.9,0.9,120.05,122.09,1020.3,1524,0.01227,89.1,False,2025-03-21,A
SC0012383,1000m,製造,YC-08,27.28,50.7,0.9,120.0,122.44,1020.6,187,0.01105,89.01,False,2025-03-21,A
SC0012384,500m,製造,YC-08,27.24,50.5,0.9,120.09,122.09,1020.3,746,0.01096,89.05,False,2025-03-21,A
SC0012385,300m,製造,YC-08,30.55,51.2,0.9,120.16,122.03,1021.5,1940,0.01442,89.07,False,2025-03-21,A
SC0012386,1000m,製造,YC-08,27.23,50.1,0.9,120.0,122.01,1020.0,306,0.01021,89.02,False,2025-03-21,A
SC0012387,1200m,製造,YC-08,28.82,50.9,0.9,120.18,122.01,1020.1,1385,0.01069,89.06,False,2025-03-21,A
SC0012388,1000m,製造,YC-08,28.12,50.4,0.9,120.0,122.03,1020.1,856,0.01068,89.03,True,2025-03-21,A
SC0012389,500m,製造,YC-08,27.64,50.3,0.9,120.02,122.0,1020.0,483,0.01043,89.02,False,2025-03-21,A
SC0012390,1200m,製造,YC-08,27.33,50.3,0.9,120.0,122.07,1020.9,830,0.01082,89.08,False,2025-03-21,A
SC0012391,1000m,製造,YC-08,27.99,50.9,0.9,120.05,122.09,1020.3,1385,0.01234,89.06,False,2025-03-21,A
SC0012392,1000m,製造,YC-08,27.68,51.1,0.9,120.0,122.33,1020.8,1716,0.0117,89.06,False,2025-03-21,A
SC0012393,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.14,1020.3,1385,0.01151,89.07,False,2025-03-21,A
SC0012394,1200m,製造,YC-08,27.33,50.2,0.9,120.14,122.01,1020.4,247,0.01049,89.06,False,2025-03-21,A
SC0012395,1200m,試作品,YC-08,27.93,50.3,0.9,120.05,122.08,1020.2,413,0.01058,89.12,False,2025-03-21,A
SC0012396,1200m,製造,YC-08,29.14,51.0,0.9,120.0,122.09,1020.4,1628,0.01323,89.12,True,2025-03-21,B
SC0012397,300m,製造,YC-08,30.18,51.5,0.9,120.0,122.73,1021.0,2426,0.01192,89.18,False,2025-03-21,A
SC0012398,1000m,製造,YC-08,27.61,50.3,0.9,120.01,122.02,1020.1,462,0.01115,89.02,False,2025-03-21,A
SC0012399,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,691,0.01082,89.04,False,2025-03-21,A
SC0012400,1200m,製造,YC-08,29.7,51.2,0.9,120.29,122.17,1022.2,1940,0.01423,89.08,True,2025-03-22,A
SC0012401,1200m,製造,YC-08,28.0,50.5,0.9,120.0,122.08,1020.2,941,0.01053,89.04,False,2025-03-22,A
SC0012402,1200m,製造,YC-08,30.18,51.5,0.9,120.62,122.17,1020.6,2426,0.01337,89.11,False,2025-03-22,A
SC0012403,1500m,製造,YC-08,27.55,50.3,0.9,120.0,122.06,1020.3,413,0.01058,89.04,False,2025-03-22,A
SC0012404,500m,製造,YC-08,28.45,50.7,0.9,120.33,122.33,1020.8,1107,0.01187,89.06,False,2025-03-22,A
SC0012405,1200m,製造,YC-08,27.17,50.1,0.9,120.0,122.2,1020.2,344,0.01027,89.09,False,2025-03-22,A
SC0012406,1200m,製造,YC-08,27.33,50.1,0.9,120.04,122.05,1020.2,1662,0.01198,89.08,False,2025-03-22,A
SC0012407,1200m,製造,YC-08,27.31,50.2,0.9,120.0,122.01,1020.2,275,0.0106,89.05,True,2025-03-22,A
SC0012408,500m,製造,YC-08,28.65,50.6,0.9,120.0,122.01,1020.0,457,0.0106,89.02,False,2025-03-22,A
SC0012409,1000m,製造,YC-08,27.89,50.4,0.9,120.01,122.01,1020.0,674,0.01094,89.02,False,2025-03-22,A
SC0012410,500m,製造,YC-08,28.62,50.7,0.9,120.05,122.03,1020.1,1133,0.01101,89.07,False,2025-03-22,A
SC0012411,1000m,製造,YC-08,28.49,50.7,0.9,120.05,122.05,1020.3,1137,0.01259,89.05,False,2025-03-22,A
SC0012412,1500m,製造,YC-08,27.92,50.9,0.9,120.97,122.49,1020.7,1440,0.01157,89.12,False,2025-03-22,A
SC0012413,1000m,製造,YC-08,27.41,50.6,0.9,120.09,122.09,1020.4,1038,0.01113,89.1,False,2025-03-22,A
SC0012414,1500m,製造,YC-08,29.45,51.2,0.9,120.56,122.37,1021.0,1870,0.01241,89.08,True,2025-03-22,B
SC0012415,1200m,製造,YC-08,27.59,50.3,0.9,120.22,122.13,1020.9,830,0.01099,89.11,True,2025-03-22,B
SC0012416,1200m,製造,YC-08,28.35,50.6,0.9,120.34,122.67,1020.7,1026,0.01092,89.09,True,2025-03-22,B
SC0012417,300m,製造,YC-08,28.14,50.4,0.9,120.03,122.01,1020.1,1246,0.01087,89.07,True,2025-03-22,A
SC0012418,500m,製造,YC-08,27.25,50.1,0.9,120.0,122.0,1020.0,184,0.01004,89.01,False,2025-03-22,B
SC0012419,1000m,製造,YC-08,28.0,50.5,0.9,120.09,122.05,1020.1,760,0.01128,89.03,False,2025-03-22,A
SC0012420,1200m,製造,YC-08,27.87,50.4,0.9,120.02,122.04,1020.1,663,0.01026,89.07,False,2025-03-22,A
SC0012421,300m,製造,YC-08,27.86,50.4,0.9,120.0,122.03,1020.1,653,0.01045,89.02,False,2025-03-22,A
SC0012422,1000m,製造,YC-08,28.64,50.8,0.9,120.0,122.0,1020.0,1246,0.01099,89.05,True,2025-03-22,B
SC0012423,300m,製造,YC-08,27.64,50.3,0.9,120.14,122.08,1020.3,483,0.01053,89.13,False,2025-03-22,A
SC0012424,1200m,製造,YC-08,29.07,50.7,0.9,120.14,122.06,1020.1,1107,0.01044,89.04,True,2025-03-22,A
SC0012425,500m,製造,YC-08,28.36,50.8,0.9,120.0,122.11,1020.2,778,0.01062,89.05,False,2025-03-22,A
SC0012426,1500m,製造,YC-08,28.08,51.2,0.9,120.05,122.09,1020.2,1940,0.01269,89.13,True,2025-03-22,A
SC0012427,1500m,製造,YC-08,28.64,50.8,0.9,120.15,122.06,1020.5,1246,0.01087,89.07,False,2025-03-22,A
SC0012428,1000m,製造,YC-08,28.47,50.7,0.9,120.0,122.03,1020.1,1121,0.01156,89.04,True,2025-03-22,A
SC0012429,1200m,製造,YC-08,28.68,50.8,0.9,120.05,122.06,1020.2,1281,0.01178,89.07,False,2025-03-22,B
SC0012430,100m,研究所テスト,YC-08,29.63,51.1,0.9,120.03,122.03,1020.1,1836,0.01182,89.05,True,2025-03-22,B
SC0012431,1200m,製造,YC-08,30.14,51.3,0.9,120.0,122.04,1020.2,1038,0.01134,89.04,False,2025-03-22,A
SC0012432,1200m,製造,YC-08,28.19,50.6,0.9,120.3,122.18,1021.8,1246,0.01185,89.09,False,2025-03-22,A
SC0012433,1000m,製造,YC-08,28.16,50.5,0.9,121.08,122.54,1021.5,885,0.01141,89.08,False,2025-03-22,A
SC0012434,1000m,製造,YC-08,29.54,51.2,0.9,120.27,122.21,1021.2,1940,0.01192,89.24,False,2025-03-22,A
SC0012435,1000m,製造,YC-08,27.2,50.3,0.9,120.18,122.18,1020.4,621,0.01068,89.04,False,2025-03-22,A
SC0012436,1000m,製造,YC-08,28.31,50.6,0.9,120.35,122.24,1021.0,968,0.01173,89.06,False,2025-03-22,A
SC0012437,1500m,製造,YC-08,28.94,50.9,0.9,120.0,122.09,1020.2,1478,0.01117,89.09,False,2025-03-22,A
SC0012438,1200m,製造,YC-08,29.2,51.0,0.9,120.0,122.03,1020.9,1680,0.01217,89.05,False,2025-03-22,A
SC0012439,1200m,試作品,YC-08,27.45,50.2,0.9,120.01,122.0,1020.0,344,0.01031,89.03,True,2025-03-22,B
SC0012440,1200m,製造,YC-08,29.09,51.0,0.9,120.23,122.02,1020.4,1593,0.01253,89.13,False,2025-03-22,A
SC0012441,1200m,製造,YC-08,28.06,50.5,0.9,120.05,122.09,1020.2,805,0.0112,89.07,False,2025-03-22,A
SC0012442,500m,製造,YC-08,28.64,50.8,0.9,120.0,122.03,1020.4,1246,0.01272,89.06,False,2025-03-22,A
SC0012443,300m,製造,YC-08,30.12,51.5,0.901,120.56,122.11,1021.3,1509,0.01236,89.13,True,2025-03-22,B
SC0012444,1000m,製造,YC-08,27.91,50.3,0.9,120.0,122.03,1020.2,483,0.01034,89.06,False,2025-03-22,B
SC0012445,1500m,製造,YC-08,29.38,50.5,0.9,120.02,122.0,1020.1,795,0.01111,89.03,False,2025-03-22,A
SC0012446,1200m,製造,YC-08,29.2,50.9,0.9,120.0,122.32,1020.8,1385,0.01192,89.09,False,2025-03-22,A
SC0012447,300m,製造,YC-08,28.16,50.5,0.9,120.0,122.31,1021.3,521,0.01083,89.04,False,2025-03-22,A
SC0012448,1500m,製造,YC-08,27.2,50.1,0.9,120.0,122.05,1020.1,150,0.01011,89.04,False,2025-03-22,A
SC0012449,1000m,製造,YC-08,27.93,51.2,0.9,120.0,122.36,1020.8,1940,0.01288,89.08,True,2025-03-22,B
SC0012450,1200m,製造,YC-08,28.59,50.8,0.9,120.0,122.05,1020.1,1211,0.01108,89.04,False,2025-03-22,A
SC0012451,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.06,1020.1,1038,0.01082,89.03,True,2025-03-22,A
SC0012452,500m,製造,YC-08,28.87,50.4,0.9,120.0,122.09,1020.2,691,0.01117,89.03,False,2025-03-22,A
SC0012453,1000m,試作品,YC-08,27.67,50.3,0.9,120.0,122.01,1020.0,366,0.01033,89.02,False,2025-03-22,A
SC0012454,1000m,試作品,YC-08,27.03,50.1,0.9,120.0,122.04,1020.1,94,0.01005,89.02,False,2025-03-22,A
SC0012455,1000m,試作品,YC-08,27.91,50.4,0.9,120.03,122.03,1020.1,691,0.01076,89.07,False,2025-03-22,A
SC0012456,1000m,製造,YC-08,27.99,50.9,0.9,120.05,122.09,1020.3,1385,0.01234,89.06,False,2025-03-22,A
